ENTITYA,TYPEA,IDA,DATABASEA,MECHANISM,ENTITYB,TYPEB,IDB,DATABASEB,IDB,data_column
PTPN2,protein,P17706,UNIPROT,dephosphorylation,STAT6,protein,P42226,UNIPROT,P42226,2007-03-01
BTF3,protein,P20290,UNIPROT,transcriptional_regulation,MADCAM1,protein,Q13477,UNIPROT,Q13477,2007-03-01
RNF111,protein,Q6ZNA4,UNIPROT,ubiquitination,SMAD3,protein,P84022,UNIPROT,P84022,2007-03-01
MMP1,protein,P03956,UNIPROT,cleavage,COL2A1,protein,P02458,UNIPROT,P02458,2007-03-01
BMP10,protein,O95393,UNIPROT,binding,ACVRL1,protein,P37023,UNIPROT,P37023,2007-03-01
CD38,protein,P28907,UNIPROT,relocalization,OXT,protein,P01178,UNIPROT,P01178,2007-03-01
GDF2,protein,Q9UK05,UNIPROT,binding,ACVRL1,protein,P37023,UNIPROT,P37023,2007-03-01
PHB,protein,P35232,UNIPROT,transcriptional_regulation,AR,protein,P10275,UNIPROT,P10275,2007-03-15
PYCARD,protein,Q9ULZ3,UNIPROT,relocalization,BAX,protein,Q07812,UNIPROT,Q07812,2007-03-15
CASP8,protein,Q14790,UNIPROT,cleavage,CASP3,protein,P42574,UNIPROT,P42574,2007-03-15
NR0B2,protein,Q15466,UNIPROT,transcriptional_regulation,PCK2,protein,Q16822,UNIPROT,Q16822,2007-03-15
NR0B2,protein,Q15466,UNIPROT,binding,CEBPA,protein,P49715,UNIPROT,P49715,2007-03-15
MASP2,protein,O00187,UNIPROT,cleavage,C4B,protein,P0C0L5,UNIPROT,P0C0L5,2007-03-16
BLVRA,protein,P53004,UNIPROT,phosphorylation,PRKCB,protein,P05771,UNIPROT,P05771,2007-03-16
MASP2,protein,O00187,UNIPROT,cleavage,C4A,protein,P0C0L4,UNIPROT,P0C0L4,2007-03-16
RPS6KA3,protein,P51812,UNIPROT,phosphorylation,NFATC4,protein,Q14934,UNIPROT,Q14934,2007-03-16
RPS6KA3,protein,P51812,UNIPROT,phosphorylation,NFATC4,protein,Q14934,UNIPROT,Q14934,2007-03-16
RPS6KA3,protein,P51812,UNIPROT,phosphorylation,NFATC4,protein,Q14934,UNIPROT,Q14934,2007-03-16
FCN3,protein,O75636,UNIPROT,binding,MASP2,protein,O00187,UNIPROT,O00187,2007-03-16
MASP2,protein,O00187,UNIPROT,cleavage,C4A,protein,P0C0L4,UNIPROT,P0C0L4,2007-03-16
MASP2,protein,O00187,UNIPROT,cleavage,C4B,protein,P0C0L5,UNIPROT,P0C0L5,2007-03-16
MASP2,protein,O00187,UNIPROT,cleavage,C4B,protein,P0C0L5,UNIPROT,P0C0L5,2007-03-16
HOOK3,protein,Q86VS8,UNIPROT,binding,MARCO,protein,Q9UEW3,UNIPROT,Q9UEW3,2007-03-16
FCN2,protein,Q15485,UNIPROT,binding,MASP2,protein,O00187,UNIPROT,O00187,2007-03-16
RPS6KA3,protein,P51812,UNIPROT,phosphorylation,NFATC4,protein,Q14934,UNIPROT,Q14934,2007-03-16
HOOK3,protein,Q86VS8,UNIPROT,binding,MSR1,protein,P21757,UNIPROT,P21757,2007-03-16
MASP2,protein,O00187,UNIPROT,cleavage,C4A,protein,P0C0L4,UNIPROT,P0C0L4,2007-03-16
MAP4K1,protein,Q92918,UNIPROT,phosphorylation,LCP2,protein,Q13094,UNIPROT,Q13094,2007-03-19
MAP4K1,protein,Q92918,UNIPROT,phosphorylation,LCP2,protein,Q13094,UNIPROT,Q13094,2007-03-19
NEK2,protein,P51955,UNIPROT,phosphorylation,NEK2,protein,P51955,UNIPROT,P51955,2007-03-02
MYOD1,protein,P15172,UNIPROT,binding,SMARCA4,protein,P51532,UNIPROT,P51532,2007-03-02
MYOG,protein,P15173,UNIPROT,transcriptional_regulation,MYOG,protein,P15173,UNIPROT,P15173,2007-03-02
ATM,protein,Q13315,UNIPROT,phosphorylation,PRKDC,protein,P78527,UNIPROT,P78527,2007-03-02
GFI1,protein,Q99684,UNIPROT,binding,SPI1,protein,P17947,UNIPROT,P17947,2007-03-02
NEK2,protein,P51955,UNIPROT,phosphorylation,NEK2,protein,P51955,UNIPROT,P51955,2007-03-02
PRKDC,protein,P78527,UNIPROT,phosphorylation,PRKDC,protein,P78527,UNIPROT,P78527,2007-03-02
NEK2,protein,P51955,UNIPROT,phosphorylation,NEK2,protein,P51955,UNIPROT,P51955,2007-03-02
PRKDC,protein,P78527,UNIPROT,phosphorylation,PRKDC,protein,P78527,UNIPROT,P78527,2007-03-02
NEK2,protein,P51955,UNIPROT,phosphorylation,NEK2,protein,P51955,UNIPROT,P51955,2007-03-02
CDK5,protein,Q00535,UNIPROT,phosphorylation,PPP1CA,protein,P62136,UNIPROT,P62136,2007-03-02
NEK2,protein,P51955,UNIPROT,phosphorylation,NEK2,protein,P51955,UNIPROT,P51955,2007-03-02
PRKDC,protein,P78527,UNIPROT,phosphorylation,PRKDC,protein,P78527,UNIPROT,P78527,2007-03-02
MAPK1,protein,P28482,UNIPROT,phosphorylation,SLC9A1,protein,P19634,UNIPROT,P19634,2007-03-02
CSNK1A1,protein,P48729,UNIPROT,phosphorylation,AXIN1,protein,O15169,UNIPROT,O15169,2007-03-21
CSNK1A1,protein,P48729,UNIPROT,phosphorylation,AXIN1,protein,O15169,UNIPROT,O15169,2007-03-21
PPP1CA,protein,P62136,UNIPROT,dephosphorylation,AXIN1,protein,O15169,UNIPROT,O15169,2007-03-21
PPP1CB,protein,P62140,UNIPROT,dephosphorylation,AXIN1,protein,O15169,UNIPROT,O15169,2007-03-21
PPP1CB,protein,P62140,UNIPROT,dephosphorylation,AXIN1,protein,O15169,UNIPROT,O15169,2007-03-21
PPP1CB,protein,P62140,UNIPROT,dephosphorylation,AXIN1,protein,O15169,UNIPROT,O15169,2007-03-21
PPP1CA,protein,P62136,UNIPROT,dephosphorylation,AXIN1,protein,O15169,UNIPROT,O15169,2007-03-21
PPP1CA,protein,P62136,UNIPROT,dephosphorylation,AXIN1,protein,O15169,UNIPROT,O15169,2007-03-21
PPP1CC,protein,P36873,UNIPROT,dephosphorylation,AXIN1,protein,O15169,UNIPROT,O15169,2007-03-21
PPP1CC,protein,P36873,UNIPROT,dephosphorylation,AXIN1,protein,O15169,UNIPROT,O15169,2007-03-21
PPP1CA,protein,P62136,UNIPROT,dephosphorylation,AXIN1,protein,O15169,UNIPROT,O15169,2007-03-21
PPP1CC,protein,P36873,UNIPROT,dephosphorylation,AXIN1,protein,O15169,UNIPROT,O15169,2007-03-21
PPP1CC,protein,P36873,UNIPROT,dephosphorylation,AXIN1,protein,O15169,UNIPROT,O15169,2007-03-21
CSNK1A1,protein,P48729,UNIPROT,phosphorylation,AXIN1,protein,O15169,UNIPROT,O15169,2007-03-21
PPP1CB,protein,P62140,UNIPROT,dephosphorylation,AXIN1,protein,O15169,UNIPROT,O15169,2007-03-21
PHLPP2,protein,Q6ZVD8,UNIPROT,dephosphorylation,AKT3,protein,Q9Y243,UNIPROT,Q9Y243,2007-03-23
AKT2,protein,P31751,UNIPROT,phosphorylation,AKT1S1,protein,Q96B36,UNIPROT,Q96B36,2007-03-23
PHLPP1,protein,O60346,UNIPROT,dephosphorylation,AKT2,protein,P31751,UNIPROT,P31751,2007-03-23
CREBBP,protein,Q92793,UNIPROT,transcriptional_regulation,INSM1,protein,Q01101,UNIPROT,Q01101,2007-03-06
PTPRR,protein,Q15256,UNIPROT,dephosphorylation,STAT3,protein,P40763,UNIPROT,P40763,2007-03-06
PTPRT,protein,O14522,UNIPROT,dephosphorylation,STAT3,protein,P40763,UNIPROT,P40763,2007-03-06
PTPRT,protein,O14522,UNIPROT,dephosphorylation,STAT3,protein,P40763,UNIPROT,P40763,2007-03-06
NEUROG3,protein,Q9Y4Z2,UNIPROT,transcriptional_regulation,INSM1,protein,Q01101,UNIPROT,Q01101,2007-03-06
(RS)-Ppcc,chemical,CID:16726095,PUBCHEM,chemical_activation,SIGMAR1,protein,Q99720,UNIPROT,Q99720,2007-03-08
MAP3K5,protein,Q99683,UNIPROT,binding,MAP3K6,protein,O95382,UNIPROT,O95382,2007-03-09
MAP3K6,protein,O95382,UNIPROT,phosphorylation,MAP3K5,protein,Q99683,UNIPROT,Q99683,2007-03-09
DYRK2,protein,Q92630,UNIPROT,phosphorylation,TP53,protein,P04637,UNIPROT,P04637,2007-03-09
MAP3K6,protein,O95382,UNIPROT,phosphorylation,MAP3K6,protein,O95382,UNIPROT,O95382,2007-03-09
SSH1,protein,Q8WYL5,UNIPROT,dephosphorylation,CORO1B,protein,Q9BR76,UNIPROT,Q9BR76,2007-03-09
SSH1,protein,Q8WYL5,UNIPROT,dephosphorylation,CORO1B,protein,Q9BR76,UNIPROT,Q9BR76,2007-03-09
MAP3K6,protein,O95382,UNIPROT,phosphorylation,MAP3K5,protein,Q99683,UNIPROT,Q99683,2007-03-09
CAMK2D,protein,Q13557,UNIPROT,phosphorylation,HDAC4,protein,P56524,UNIPROT,P56524,2007-03-09
HOXC6,protein,P09630,UNIPROT,transcriptional_regulation,S100B,protein,P04271,UNIPROT,P04271,2007-03-01
HOXC11,protein,O43248,UNIPROT,transcriptional_regulation,S100B,protein,P04271,UNIPROT,P04271,2007-03-01
CSNK1A1,protein,P48729,UNIPROT,phosphorylation,CDH1,protein,P12830,UNIPROT,P12830,2007-05-01
CSNK1A1,protein,P48729,UNIPROT,phosphorylation,FOXG1,protein,P55316,UNIPROT,P55316,2007-05-01
MAP3K5,protein,Q99683,UNIPROT,phosphorylation,CDKN1A,protein,P38936,UNIPROT,P38936,2007-05-01
BCOR,protein,Q6W2J9,UNIPROT,binding,RNF2,protein,Q99496,UNIPROT,Q99496,2007-05-01
MAP3K7,protein,O43318,UNIPROT,phosphorylation,MAP2K3,protein,P46734,UNIPROT,P46734,2007-05-01
AURKB,protein,Q96GD4,UNIPROT,phosphorylation,ARHGEF2,protein,Q92974,UNIPROT,Q92974,2007-05-01
HOXA10,protein,P31260,UNIPROT,transcriptional_regulation,IGFBP1,protein,P08833,UNIPROT,P08833,2007-05-01
TAB1,protein,Q15750,UNIPROT,binding,MAP3K7,protein,O43318,UNIPROT,O43318,2007-05-01
TNF,protein,P01375,UNIPROT,binding,TNFRSF1B,protein,P20333,UNIPROT,P20333,2007-05-01
STK17A,protein,Q9UEE5,UNIPROT,phosphorylation,TP53,protein,P04637,UNIPROT,P04637,2007-05-01
CHEK2,protein,O96017,UNIPROT,phosphorylation,TP53,protein,P04637,UNIPROT,P04637,2007-05-01
SYVN1,protein,Q86TM6,UNIPROT,polyubiquitination,CLU,protein,P10909,UNIPROT,P10909,2007-05-01
TRIM13,protein,O60858,UNIPROT,polyubiquitination,CD3D,protein,P04234,UNIPROT,P04234,2007-05-01
EFNA1,protein,P20827,UNIPROT,binding,EPHA8,protein,P29322,UNIPROT,P29322,2007-05-01
MIF,protein,P14174,UNIPROT,binding,CXCR2,protein,P25025,UNIPROT,P25025,2007-05-01
CHEK2,protein,O96017,UNIPROT,phosphorylation,TP53,protein,P04637,UNIPROT,P04637,2007-05-01
AURKA,protein,O14965,UNIPROT,phosphorylation,ARHGEF2,protein,Q92974,UNIPROT,Q92974,2007-05-01
ZNF462,protein,Q96JM2,UNIPROT,binding,PBX1,protein,P40424,UNIPROT,P40424,2007-05-01
CHEK2,protein,O96017,UNIPROT,phosphorylation,TP53,protein,P04637,UNIPROT,P04637,2007-05-01
17beta-estradiol,smallmolecule,CHEBI:16469,ChEBI,chemical_activation,ESR2,protein,Q92731,UNIPROT,Q92731,2007-05-01
17beta-estradiol,smallmolecule,CHEBI:16469,ChEBI,chemical_activation,ESR1,protein,P03372,UNIPROT,P03372,2007-05-01
DAPK1,protein,P53355,UNIPROT,phosphorylation,TP53,protein,P04637,UNIPROT,P04637,2007-05-01
DAPK3,protein,O43293,UNIPROT,phosphorylation,TP53,protein,P04637,UNIPROT,P04637,2007-05-01
SMAD7,protein,O15105,UNIPROT,binding,TAB2,protein,Q9NYJ8,UNIPROT,Q9NYJ8,2007-05-01
S,protein,P59594,UNIPROT,transcriptional_regulation,PTGS2,protein,P35354,UNIPROT,P35354,2007-05-01
CSNK1D,protein,P48730,UNIPROT,phosphorylation,CDH1,protein,P12830,UNIPROT,P12830,2007-05-01
CHEK2,protein,O96017,UNIPROT,phosphorylation,TP53,protein,P04637,UNIPROT,P04637,2007-05-01
DAPK1,protein,P53355,UNIPROT,phosphorylation,TP53,protein,P04637,UNIPROT,P04637,2007-05-01
SMAD7,protein,O15105,UNIPROT,binding,TAB3,protein,Q8N5C8,UNIPROT,Q8N5C8,2007-05-01
KDM2B,protein,Q8NHM5,UNIPROT,binding,RNF2,protein,Q99496,UNIPROT,Q99496,2007-05-01
MIF,protein,P14174,UNIPROT,binding,CXCR4,protein,P61073,UNIPROT,P61073,2007-05-01
TNF,protein,P01375,UNIPROT,binding,TNFRSF1A,protein,P19438,UNIPROT,P19438,2007-05-01
CSNK1E,protein,P49674,UNIPROT,phosphorylation,CDH1,protein,P12830,UNIPROT,P12830,2007-05-01
IRAK4,protein,Q9NWZ3,UNIPROT,phosphorylation,NCF1,protein,P14598,UNIPROT,P14598,2007-05-01
PRKD1,protein,Q15139,UNIPROT,phosphorylation,TLR5,protein,O60602,UNIPROT,O60602,2007-05-01
GNGT1,protein,P63211,UNIPROT,binding,PIK3CA,protein,P42336,UNIPROT,P42336,2007-05-01
RNF125,protein,Q96EQ8,UNIPROT,polyubiquitination,DDX58,protein,O95786,UNIPROT,O95786,2007-05-01
PRKACA,protein,P17612,UNIPROT,phosphorylation,GLI2,protein,P10070,UNIPROT,P10070,2007-05-01
IRAK4,protein,Q9NWZ3,UNIPROT,phosphorylation,NCF1,protein,P14598,UNIPROT,P14598,2007-05-01
bexarotene,chemical,CHEBI:50859,ChEBI,chemical_activation,RXRB,protein,P28702,UNIPROT,P28702,2007-05-01
GNG3,protein,P63215,UNIPROT,binding,PIK3CA,protein,P42336,UNIPROT,P42336,2007-05-01
LIN28A,protein,Q9H9Z2,UNIPROT,translation_regulation,IGF2,protein,P01344,UNIPROT,P01344,2007-05-01
SHH,protein,Q15465,UNIPROT,binding,CP,protein,P00450,UNIPROT,P00450,2007-05-01
CSNK1A1,protein,P48729,UNIPROT,phosphorylation,GLI2,protein,P10070,UNIPROT,P10070,2007-05-01
IRAK4,protein,Q9NWZ3,UNIPROT,phosphorylation,NCF1,protein,P14598,UNIPROT,P14598,2007-05-01
RNF125,protein,Q96EQ8,UNIPROT,polyubiquitination,IFIH1,protein,Q9BYX4,UNIPROT,Q9BYX4,2007-05-01
purmorphamine,chemical,CHEBI:63053,ChEBI,chemical_activation,SMO,protein,Q99835,UNIPROT,Q99835,2007-05-01
GLI3,protein,P10071,UNIPROT,transcriptional_regulation,MYCN,protein,P04198,UNIPROT,P04198,2007-05-01
PRKACA,protein,P17612,UNIPROT,phosphorylation,GLI3,protein,P10071,UNIPROT,P10071,2007-05-01
bexarotene,chemical,CHEBI:50859,ChEBI,chemical_activation,RXRA,protein,P19793,UNIPROT,P19793,2007-05-01
UBE3A,protein,Q05086,UNIPROT,ubiquitination,NELFCD,protein,Q8IXH7,UNIPROT,Q8IXH7,2007-05-01
GNG2,protein,P59768,UNIPROT,binding,PIK3CA,protein,P42336,UNIPROT,P42336,2007-05-01
GLI3,protein,P10071,UNIPROT,transcriptional_regulation,PTCH1,protein,Q13635,UNIPROT,Q13635,2007-05-01
GLI3,protein,P10071,UNIPROT,transcriptional_regulation,CCND1,protein,P24385,UNIPROT,P24385,2007-05-01
IRAK4,protein,Q9NWZ3,UNIPROT,phosphorylation,NCF1,protein,P14598,UNIPROT,P14598,2007-05-01
bexarotene,chemical,CHEBI:50859,ChEBI,chemical_activation,RXRG,protein,P48443,UNIPROT,P48443,2007-05-01
"(2S)-2-[[2-(2,3-dihydro-1H-inden-5-yloxy)-9-[(4-phenylphenyl)methyl]-6-purinyl]amino]-3-phenyl-1-propanol",chemical,CHEBI:94469,ChEBI,chemical_inhibition,ARFGAP1,protein,Q8N6T3,UNIPROT,Q8N6T3,2007-05-01
IRAK4,protein,Q9NWZ3,UNIPROT,phosphorylation,NCF1,protein,P14598,UNIPROT,P14598,2007-05-01
ACP1,protein,P24666,UNIPROT,dephosphorylation,AKT1,protein,P31749,UNIPROT,P31749,2007-05-11
GSK3B,protein,P49841,UNIPROT,phosphorylation,PSEN1,protein,P49768,UNIPROT,P49768,2007-05-11
FBXL3,protein,Q9UKT7,UNIPROT,binding,CRY2,protein,Q49AN0,UNIPROT,Q49AN0,2007-05-11
ACP1,protein,P24666,UNIPROT,dephosphorylation,AKT2,protein,P31751,UNIPROT,P31751,2007-05-11
ACP1,protein,P24666,UNIPROT,dephosphorylation,AKT3,protein,Q9Y243,UNIPROT,Q9Y243,2007-05-11
GSK3B,protein,P49841,UNIPROT,phosphorylation,PSEN1,protein,P49768,UNIPROT,P49768,2007-05-11
RPS6KA1,protein,Q15418,UNIPROT,phosphorylation,RPS6,protein,P62753,UNIPROT,P62753,2007-05-11
RPS6KA1,protein,Q15418,UNIPROT,phosphorylation,RPS6,protein,P62753,UNIPROT,P62753,2007-05-11
SGK1,protein,O00141,UNIPROT,phosphorylation,SLC2A4,protein,P14672,UNIPROT,P14672,2007-05-11
SRC,protein,P12931,UNIPROT,phosphorylation,ARRB1,protein,P49407,UNIPROT,P49407,2007-05-15
"2-[[3-[[2-(dimethylamino)phenyl]methyl]-2-pyridin-4-yl-1,3-diazinan-1-yl]methyl]-N,N-dimethylaniline",smallmolecule,CHEBI:94276,ChEBI,chemical_inhibition,GLI2,protein,P10070,UNIPROT,P10070,2007-05-15
NFKB1,protein,P19838,UNIPROT,transcriptional_regulation,BMP4,protein,P12644,UNIPROT,P12644,2007-05-15
"2-[[3-[[2-(dimethylamino)phenyl]methyl]-2-pyridin-4-yl-1,3-diazinan-1-yl]methyl]-N,N-dimethylaniline",smallmolecule,CHEBI:94276,ChEBI,chemical_inhibition,GLI1,protein,P08151,UNIPROT,P08151,2007-05-15
RELA,protein,Q04206,UNIPROT,transcriptional_regulation,IL6,protein,P05231,UNIPROT,P05231,2007-05-15
RELA,protein,Q04206,UNIPROT,transcriptional_regulation,BMP4,protein,P12644,UNIPROT,P12644,2007-05-15
TNF,protein,P01375,UNIPROT,transcriptional_regulation,BMP4,protein,P12644,UNIPROT,P12644,2007-05-15
AURKB,protein,Q96GD4,UNIPROT,phosphorylation,BIRC5,protein,O15392,UNIPROT,O15392,2007-05-15
AKT1,protein,P31749,UNIPROT,phosphorylation,BRCA1,protein,P38398,UNIPROT,P38398,2007-05-15
BCL2L1,protein,Q07817,UNIPROT,binding,BECN1,protein,Q14457,UNIPROT,Q14457,2007-05-16
BCL2,protein,P10415,UNIPROT,binding,BECN1,protein,Q14457,UNIPROT,Q14457,2007-05-16
NOD2,protein,Q9HC29,UNIPROT,binding,RIPK2,protein,O43353,UNIPROT,O43353,2007-05-18
PRKACA,protein,P17612,UNIPROT,phosphorylation,CHCHD3,protein,Q9NX63,UNIPROT,Q9NX63,2007-05-18
CAMK4,protein,Q16566,UNIPROT,phosphorylation,CREB1,protein,P16220,UNIPROT,P16220,2007-05-18
PLK1,protein,P53350,UNIPROT,phosphorylation,BUB1B,protein,O60566,UNIPROT,O60566,2007-05-18
PLK1,protein,P53350,UNIPROT,phosphorylation,BUB1B,protein,O60566,UNIPROT,O60566,2007-05-18
RIPK1,protein,Q13546,UNIPROT,phosphorylation,DAB2IP,protein,Q5VWQ8,UNIPROT,Q5VWQ8,2007-05-18
MAPKAPK2,protein,P49137,UNIPROT,phosphorylation,CREB1,protein,P16220,UNIPROT,P16220,2007-05-18
BCORL1,protein,Q5H9F3,UNIPROT,binding,CTBP1,protein,Q13363,UNIPROT,Q13363,2007-05-18
BCORL1,protein,Q5H9F3,UNIPROT,binding,HDAC7,protein,Q8WUI4,UNIPROT,Q8WUI4,2007-05-18
BCORL1,protein,Q5H9F3,UNIPROT,binding,HDAC5,protein,Q9UQL6,UNIPROT,Q9UQL6,2007-05-18
BCORL1,protein,Q5H9F3,UNIPROT,binding,HDAC4,protein,P56524,UNIPROT,P56524,2007-05-18
PPARGC1A,protein,Q9UBK2,UNIPROT,transcriptional_regulation,NR1D1,protein,P20393,UNIPROT,P20393,2007-05-24
ETS1,protein,P14921,UNIPROT,binding,GFI1,protein,Q99684,UNIPROT,Q99684,2007-05-24
PPARGC1A,protein,Q9UBK2,UNIPROT,transcriptional_regulation,ARNTL,protein,O00327,UNIPROT,O00327,2007-05-24
ETS1,protein,P14921,UNIPROT,transcriptional_regulation,BAX,protein,Q07812,UNIPROT,Q07812,2007-05-24
GFI1,protein,Q99684,UNIPROT,binding,ETS1,protein,P14921,UNIPROT,P14921,2007-05-24
GFI1,protein,Q99684,UNIPROT,transcriptional_regulation,BAX,protein,Q07812,UNIPROT,Q07812,2007-05-24
SKP2,protein,Q13309,UNIPROT,ubiquitination,CDKN1B,protein,P46527,UNIPROT,P46527,2007-05-25
SRC,protein,P12931,UNIPROT,phosphorylation,MMP14,protein,P50281,UNIPROT,P50281,2007-05-25
ABRAXAS1,protein,Q6UWZ7,UNIPROT,binding,BRCA1,protein,P38398,UNIPROT,P38398,2007-05-25
UIMC1,protein,Q96RL1,UNIPROT,binding,BRCA1,protein,P38398,UNIPROT,P38398,2007-05-25
CDK2,protein,P24941,UNIPROT,phosphorylation,CDKN1B,protein,P46527,UNIPROT,P46527,2007-05-25
CDKN1B,protein,P46527,UNIPROT,binding,CDK2,protein,P24941,UNIPROT,P24941,2007-05-25
PDK2,protein,Q15119,UNIPROT,phosphorylation,PDHA1,protein,P08559,UNIPROT,P08559,2007-05-29
PDK4,protein,Q16654,UNIPROT,phosphorylation,PDHA1,protein,P08559,UNIPROT,P08559,2007-05-29
HIF1A,protein,Q16665,UNIPROT,transcriptional_regulation,CCL2,protein,P13500,UNIPROT,P13500,2007-05-02
IRAK4,protein,Q9NWZ3,UNIPROT,phosphorylation,IRAK1,protein,P51617,UNIPROT,P51617,2007-05-04
sirolimus,chemical,CHEBI:9168,ChEBI,chemical_inhibition,MTOR,protein,P42345,UNIPROT,P42345,2007-05-04
sunitinib,chemical,CHEBI:38940,ChEBI,chemical_inhibition,CSF1R,protein,P07333,UNIPROT,P07333,2007-05-04
betamethasone,chemical,CHEBI:3077,ChEBI,chemical_activation,NR3C1,protein,P04150,UNIPROT,P04150,2007-05-01
MCTS1,protein,Q9ULC4,UNIPROT,binding,DENR,protein,O43583,UNIPROT,O43583,2007-05-01
PTPN13,protein,Q12923,UNIPROT,dephosphorylation,STK25,protein,O00506,UNIPROT,O00506,2007-11-01
PTPN13,protein,Q12923,UNIPROT,dephosphorylation,PDCD10,protein,Q9BUL8,UNIPROT,Q9BUL8,2007-11-01
MAPK3,protein,P27361,UNIPROT,phosphorylation,SP3,protein,Q02447,UNIPROT,Q02447,2007-11-01
PINK1,protein,Q9BXM7,UNIPROT,phosphorylation,HTRA2,protein,O43464,UNIPROT,O43464,2007-11-01
ROCK1,protein,Q13464,UNIPROT,phosphorylation,MPRIP,protein,Q6WCQ1,UNIPROT,Q6WCQ1,2007-11-01
MAPK1,protein,P28482,UNIPROT,phosphorylation,RXRA,protein,P19793,UNIPROT,P19793,2007-11-01
KNL1,protein,Q8NG31,UNIPROT,binding,BUB1B,protein,O60566,UNIPROT,O60566,2007-11-01
POMC,protein,P01189,UNIPROT,binding,MC3R,protein,P41968,UNIPROT,P41968,2007-11-01
MYC,protein,P01106,UNIPROT,transcriptional_regulation,HK2,protein,P52789,UNIPROT,P52789,2007-11-01
Melanotan II,chemical,CID:92432,PUBCHEM,binding,MC4R,protein,P32245,UNIPROT,P32245,2007-11-01
mir-133a1,mirna,URS00005EB596_9606,RNAcentral,post_transcriptional_regulation,IGF1R,protein,P08069,UNIPROT,P08069,2007-11-01
EGR1,protein,P18146,UNIPROT,transcriptional_regulation,GDF15,protein,Q99988,UNIPROT,Q99988,2007-11-01
MAPK3,protein,P27361,UNIPROT,phosphorylation,RXRA,protein,P19793,UNIPROT,P19793,2007-11-01
KNL1,protein,Q8NG31,UNIPROT,binding,BUB1,protein,O43683,UNIPROT,O43683,2007-11-01
SRC,protein,P12931,UNIPROT,phosphorylation,HSP90AB1,protein,P08238,UNIPROT,P08238,2007-11-01
Melanotan II,chemical,CID:92432,PUBCHEM,binding,MC3R,protein,P41968,UNIPROT,P41968,2007-11-01
MKNK1,protein,Q9BUB5,UNIPROT,phosphorylation,EIF4E,protein,P06730,UNIPROT,P06730,2007-11-01
MAPK3,protein,P27361,UNIPROT,phosphorylation,RXRA,protein,P19793,UNIPROT,P19793,2007-11-01
MKNK2,protein,Q9HBH9,UNIPROT,phosphorylation,EIF4E,protein,P06730,UNIPROT,P06730,2007-11-01
MAPK1,protein,P28482,UNIPROT,phosphorylation,SP3,protein,Q02447,UNIPROT,Q02447,2007-11-01
SOX4,protein,Q06945,UNIPROT,binding,CTNNB1,protein,P35222,UNIPROT,P35222,2007-11-01
ESR1,protein,P03372,UNIPROT,transcriptional_regulation,GREB1,protein,Q4ZG55,UNIPROT,Q4ZG55,2007-11-01
MAPK1,protein,P28482,UNIPROT,phosphorylation,RXRA,protein,P19793,UNIPROT,P19793,2007-11-01
PTPN13,protein,Q12923,UNIPROT,dephosphorylation,PDCD10,protein,Q9BUL8,UNIPROT,Q9BUL8,2007-11-01
PTPN6,protein,P29350,UNIPROT,dephosphorylation,SRC,protein,P12931,UNIPROT,P12931,2007-11-01
carfilzomib,chemical,CHEBI:65347,ChEBI,chemical_inhibition,PSMB1,protein,P20618,UNIPROT,P20618,2007-11-01
PTPRA,protein,P18433,UNIPROT,dephosphorylation,SRC,protein,P12931,UNIPROT,P12931,2007-11-01
PTPN11,protein,Q06124,UNIPROT,dephosphorylation,SRC,protein,P12931,UNIPROT,P12931,2007-11-01
carfilzomib,chemical,CHEBI:65347,ChEBI,chemical_inhibition,PSMB2,protein,P49721,UNIPROT,P49721,2007-11-01
PTPN1,protein,P18031,UNIPROT,dephosphorylation,SRC,protein,P12931,UNIPROT,P12931,2007-11-01
CEBPA,protein,P49715,UNIPROT,transcriptional_regulation,SPI1,protein,P17947,UNIPROT,P17947,2007-11-01
carfilzomib,chemical,CHEBI:65347,ChEBI,chemical_inhibition,PSMB10,protein,P40306,UNIPROT,P40306,2007-11-01
carfilzomib,chemical,CHEBI:65347,ChEBI,chemical_inhibition,PSMB9,protein,P28065,UNIPROT,P28065,2007-11-01
PRKAA1,protein,Q13131,UNIPROT,phosphorylation,GFPT1,protein,Q06210,UNIPROT,Q06210,2007-11-13
DUX4,protein,Q9UBX2,UNIPROT,transcriptional_regulation,PITX1,protein,P78337,UNIPROT,P78337,2007-11-13
CAMK2A,protein,Q9UQM7,UNIPROT,phosphorylation,GFPT1,protein,Q06210,UNIPROT,Q06210,2007-11-13
CDK5,protein,Q00535,UNIPROT,phosphorylation,CRMP1,protein,Q14194,UNIPROT,Q14194,2007-11-14
CDK5,protein,Q00535,UNIPROT,phosphorylation,CRMP1,protein,Q14194,UNIPROT,Q14194,2007-11-14
TRAF6,protein,Q9Y4K3,UNIPROT,ubiquitination,MALT1,protein,Q9UDY8,UNIPROT,Q9UDY8,2007-11-14
MALT1,protein,Q9UDY8,UNIPROT,binding,TAB2,protein,Q9NYJ8,UNIPROT,Q9NYJ8,2007-11-14
TRIM28,protein,Q13263,UNIPROT,transcriptional_regulation,ALDOA,protein,P04075,UNIPROT,P04075,2007-11-15
ZNF224,protein,Q9NZL3,UNIPROT,transcriptional_regulation,ALDOA,protein,P04075,UNIPROT,P04075,2007-11-15
TRIM41,protein,Q8WV44,UNIPROT,polyubiquitination,PRKCB,protein,P05771,UNIPROT,P05771,2007-11-16
